created_at	id	entities|user_mentions|screen_name	entities|media|type	favorite_count	retweet_count	retweeted_status|id	retweeted_status|favorite_count	retweeted_status|retweet_count	retweeted_status|created_at	entities|media|url	text
Sun Jan 25 22:15:03 +0000 2015	559474556713586688	0	photo	524	176	0	0	0	0	http://t.co/jWvyzS3Gks	Sheep dog napping on his sheep friends! http://t.co/jWvyzS3Gks
Sun Jan 25 21:30:25 +0000 2015	559463323646058497	0	photo	1505	476	0	0	0	0	http://t.co/cS81YE2Kur	overly concerned dog http://t.co/cS81YE2Kur
Sun Jan 25 21:00:10 +0000 2015	559455713567993859	BarkPost	0	59	21	0	0	0	0	0	Theo and Beau STILL nap together and their pics just get more adorable - via @BarkPost https://t.co/1aaEaDZw8M
Sun Jan 25 20:40:06 +0000 2015	559450659884658688	0	photo	3293	993	0	0	0	0	http://t.co/olRaCLuNzH	He loves his dragon! http://t.co/olRaCLuNzH
Sun Jan 25 20:00:20 +0000 2015	559440654909329409	0	photo	4598	1682	0	0	0	0	http://t.co/PHT8EMQsND	When you see your best friend after a long time. http://t.co/PHT8EMQsND
Sun Jan 25 19:40:12 +0000 2015	559435588932485121	0	photo	2186	763	0	0	0	0	http://t.co/ltbkMCflrK	Baby bat eared foxes. http://t.co/ltbkMCflrK
Sun Jan 25 19:20:21 +0000 2015	559430592883093505	0	photo	4974	1469	0	0	0	0	http://t.co/bWOuCPWi42	Avalanche dog in training http://t.co/bWOuCPWi42
Sun Jan 25 18:40:09 +0000 2015	559420474107908097	0	photo	3732	845	0	0	0	0	http://t.co/yqzpdSy14i	When you're the center of attention. http://t.co/yqzpdSy14i
Sun Jan 25 18:15:14 +0000 2015	559414206060322819	0	photo	4753	1548	0	0	0	0	http://t.co/3n4yhk5Rvj	He got steak for his birthday... he couldn't believe it. http://t.co/3n4yhk5Rvj
Sun Jan 25 18:00:36 +0000 2015	559410523813711872	BarkPost	0	55	21	0	0	0	0	0	This do is so over the cat's sneak attack, but you'd never see this coming - via @barkpost https://t.co/vzLTEPDkbp
Sun Jan 25 17:30:15 +0000 2015	559402883868008448	0	photo	3286	1126	0	0	0	0	http://t.co/YybLaarkEs	That's what friends are for. http://t.co/YybLaarkEs
Sun Jan 25 16:40:06 +0000 2015	559390264612360192	0	photo	3369	1091	0	0	0	0	http://t.co/aVvXPYn2mb	1..2..3... Strike a pose! http://t.co/aVvXPYn2mb
Sun Jan 25 16:20:13 +0000 2015	559385260799311872	0	photo	1890	561	0	0	0	0	http://t.co/IOxc70Lg87	Cuddle buddies are the best buddies. http://t.co/IOxc70Lg87
Sun Jan 25 16:00:32 +0000 2015	559380308328734721	0	photo	2400	728	0	0	0	0	http://t.co/fFbgDOZilM	Newborn hedgehog babies look hilarious. http://t.co/fFbgDOZilM
Sun Jan 25 15:35:01 +0000 2015	559373885519712256	0	photo	4801	1605	0	0	0	0	http://t.co/zCviNMm8SJ	This is precious. http://t.co/zCviNMm8SJ
Sun Jan 25 15:30:12 +0000 2015	559372673466515456	BarkPost	0	63	17	0	0	0	0	0	Star Wars: The Force Awakens Trailer, As Told By Puppies and Kittens - via @BarkPost https://t.co/68ct6GmYvK
Sun Jan 25 15:05:05 +0000 2015	559366353086599168	0	photo	4222	1340	0	0	0	0	http://t.co/W8QGD4XcmE	I shaved guinea pig looks like a baby hippo. http://t.co/W8QGD4XcmE
Sun Jan 25 14:35:02 +0000 2015	559358788860657664	0	photo	2512	569	0	0	0	0	http://t.co/afp3yjYb2i	Sometimes he forgets to stick his tongue back in his mouth. http://t.co/afp3yjYb2i
Sun Jan 25 14:30:11 +0000 2015	559357570687971329	0	photo	131	44	0	0	0	0	http://t.co/yYkWpv9ihC	Save your dog from allergies, here are the 4 most common dog allergies and how to help http://t.co/RASE8N8U93||. http://t.co/yYkWpv9ihC
Sun Jan 25 14:15:11 +0000 2015	559353793599799296	BarkPost	0	60	29	0	0	0	0	0	Impatient pup battles with a glass door and it's the funniest thing ever via @BarkPost https://t.co/f6FFy9Bk2k
Sun Jan 25 14:05:04 +0000 2015	559351248257028097	0	photo	4596	1220	0	0	0	0	http://t.co/nXEF1mhzP9	Where to boss?! http://t.co/nXEF1mhzP9
Sun Jan 25 13:30:17 +0000 2015	559342493310140417	0	photo	175	54	0	0	0	0	http://t.co/D2IZe5TBK5	So You Want Your Dog To Be Famous: Here’s How You Do It http://t.co/wFCHSgzM9e||. http://t.co/D2IZe5TBK5
Sun Jan 25 13:30:00 +0000 2015	559342424456450048	0	0	71	25	0	0	0	0	0	For all you ladies - Hot firefighters helping rescue pups get adopted… this you need to see https://t.co/FG62vQg45w
Sun Jan 25 13:25:02 +0000 2015	559341174109274113	0	photo	3471	2036	0	0	0	0	http://t.co/VIog6xRuAX	But it ain't no lie, baby bye bye bye http://t.co/VIog6xRuAX
Sun Jan 25 12:35:00 +0000 2015	559328584041787392	0	photo	2554	927	0	0	0	0	http://t.co/W98D0mWT9c	pug love http://t.co/W98D0mWT9c
Sun Jan 25 12:30:18 +0000 2015	559327397661929473	0	photo	96	22	0	0	0	0	http://t.co/E3ftGGv0AT	The 5 highest paid animal actors are going to blow your mind http://t.co/vCgFiRalCv||. http://t.co/E3ftGGv0AT
Sun Jan 25 12:08:05 +0000 2015	559321809708122112	0	photo	1505	601	0	0	0	0	http://t.co/Wd8iQ6eljY	me when I see dogs http://t.co/Wd8iQ6eljY
Sun Jan 25 10:45:10 +0000 2015	559300940608856064	0	photo	3091	902	0	0	0	0	http://t.co/sYNClM08LK	that puppy face http://t.co/sYNClM08LK
Sun Jan 25 10:15:05 +0000 2015	559293371895017472	BarkPost	0	77	31	0	0	0	0	0	7 incredible and unlikely ways service dogs save humans everyday via @BarkPost https://t.co/os5bBFQ5EL
Sun Jan 25 10:00:20 +0000 2015	559289659910795264	0	photo	2967	1111	0	0	0	0	http://t.co/NqDDeZglEi	Newborn stingrays http://t.co/NqDDeZglEi
Sun Jan 25 09:25:01 +0000 2015	559280772172251137	0	photo	2012	722	0	0	0	0	http://t.co/REwugNgZMZ	best selfie ever http://t.co/REwugNgZMZ
Sun Jan 25 08:00:47 +0000 2015	559259572464934912	0	photo	2216	886	0	0	0	0	http://t.co/8SowK0mvjT	Sorry guys, I just can't hang so late anymore. http://t.co/8SowK0mvjT
Sun Jan 25 07:40:03 +0000 2015	559254355602591744	0	photo	4128	1151	0	0	0	0	http://t.co/MVHQ9gQA9t	all the fluff http://t.co/MVHQ9gQA9t
Sun Jan 25 07:10:01 +0000 2015	559246795508027392	0	photo	4086	1514	0	0	0	0	http://t.co/RlS87QIOgB	he's so plump oh my goodness http://t.co/RlS87QIOgB
Sun Jan 25 06:40:07 +0000 2015	559239271409020929	0	photo	4000	1972	0	0	0	0	http://t.co/GmHC0NFYk7	If I fits, I sits http://t.co/GmHC0NFYk7
Sun Jan 25 06:17:54 +0000 2015	559233682766958592	0	0	3953	3019	0	0	0	0	0	I need a baby tiger. https://t.co/xwXCJHPdTb
Sun Jan 25 05:39:02 +0000 2015	559223899033182208	0	photo	3438	886	0	0	0	0	http://t.co/0msOqmzuxE	Passed out http://t.co/0msOqmzuxE
Sun Jan 25 05:10:02 +0000 2015	559216602944905216	0	photo	2850	936	0	0	0	0	http://t.co/T4i8qVHOX3	Baby Ocelot . http://t.co/T4i8qVHOX3
Sun Jan 25 04:48:08 +0000 2015	559211090601455616	0	photo	5598	3285	0	0	0	0	http://t.co/grFqlITiva	Dog sneezing pictures are hilarious. http://t.co/grFqlITiva
Sun Jan 25 04:25:02 +0000 2015	559205278030110724	0	photo	3122	1847	0	0	0	0	http://t.co/bNTDS99auv	When you wake up and try to read your text messages http://t.co/bNTDS99auv
Sun Jan 25 04:00:18 +0000 2015	559199053817585664	0	photo	3704	1279	0	0	0	0	http://t.co/KTvCsCfmFb	pitbull puppy http://t.co/KTvCsCfmFb
Sun Jan 25 03:35:05 +0000 2015	559192705876897792	0	photo	2541	1038	0	0	0	0	http://t.co/b34KHvzLlJ	Friends Forever http://t.co/b34KHvzLlJ
Sun Jan 25 03:15:01 +0000 2015	559187657641967616	0	photo	2344	1079	0	0	0	0	http://t.co/8xTik1Wg48	Tell me more about your day http://t.co/8xTik1Wg48
Sun Jan 25 02:50:07 +0000 2015	559181389938323456	0	photo	2428	1052	0	0	0	0	http://t.co/4tXlgS5GFl	The only thing I wanted but didn't get http://t.co/4tXlgS5GFl
Sun Jan 25 02:29:42 +0000 2015	559176253786189824	0	photo	3355	985	0	0	0	0	http://t.co/g4XidUbZPM	Incredibly majestic dog. http://t.co/g4XidUbZPM
Sun Jan 25 02:25:01 +0000 2015	559175075920760833	0	photo	1933	901	0	0	0	0	http://t.co/cM80cw3TKi	baby animals make life easier http://t.co/cM80cw3TKi
Sun Jan 25 02:15:05 +0000 2015	559172573942931456	BarkPost	0	67	26	0	0	0	0	0	13 derpy dogs you've got to see right now via @BarkPost https://t.co/lLibhrXQTp
Sun Jan 25 01:45:01 +0000 2015	559165007972556800	0	photo	2213	1093	0	0	0	0	http://t.co/D2yFMyHOoq	Weeeeee http://t.co/D2yFMyHOoq
Sun Jan 25 01:17:33 +0000 2015	559158094450528256	0	photo	1887	506	0	0	0	0	http://t.co/16DIn3byYW	Rescue pup in training. http://t.co/16DIn3byYW
Sun Jan 25 01:15:05 +0000 2015	559157477154226177	0	photo	2625	939	0	0	0	0	http://t.co/qclWn5yrmf	awww yeahhhh http://t.co/qclWn5yrmf
Sun Jan 25 01:07:41 +0000 2015	559155613058355200	0	0	4241	1991	0	0	0	0	0	Please don't leave. http://t.co/U53APaPuTe
Sun Jan 25 00:50:10 +0000 2015	559151205927370752	0	photo	3016	815	0	0	0	0	http://t.co/48EI1AzHET	Bigger body, same smile! http://t.co/48EI1AzHET
Sun Jan 25 00:20:19 +0000 2015	559143691672371203	0	photo	2734	1525	0	0	0	0	http://t.co/fwVeZmcgFs	When I see a cute dog http://t.co/fwVeZmcgFs
Sat Jan 24 23:40:05 +0000 2015	559133566958059520	0	photo	3742	942	0	0	0	0	http://t.co/Uottfd2yho	The cutest car ride home http://t.co/Uottfd2yho
Sat Jan 24 23:20:09 +0000 2015	559128553221279745	0	photo	3395	1439	0	0	0	0	http://t.co/HNugxCvgp3	such an entrepreneur! http://t.co/HNugxCvgp3
Sat Jan 24 22:15:15 +0000 2015	559112218428862465	0	photo	2829	1225	0	0	0	0	http://t.co/V4wtVEYiQq	Selfie o' clock http://t.co/V4wtVEYiQq
Sat Jan 24 21:30:08 +0000 2015	559100863890063363	0	photo	3728	1116	0	0	0	0	http://t.co/DUBtODIEsD	when ur crush says they like you http://t.co/DUBtODIEsD
Sat Jan 24 20:40:18 +0000 2015	559088325471248384	0	photo	4341	1357	0	0	0	0	http://t.co/7jZV1o0fHk	I'll just leave this picture here http://t.co/7jZV1o0fHk
Sat Jan 24 20:15:02 +0000 2015	559081966776360960	BarkPost	0	84	24	0	0	0	0	0	Top 10 greatest dog movies in the history of the world via @BarkPost https://t.co/O0y6JvYB6S
Sat Jan 24 20:03:11 +0000 2015	559078983568855040	0	photo	1569	535	0	0	0	0	http://t.co/appae0jqIw	This chihuahua looks like he's about to drop some tough love life advice on you http://t.co/appae0jqIw
Sat Jan 24 20:00:20 +0000 2015	559078266464894976	0	photo	2179	650	0	0	0	0	http://t.co/Fs5ohJlEhu	father and son http://t.co/Fs5ohJlEhu
Sat Jan 24 19:20:03 +0000 2015	559068126697238529	0	photo	1906	634	0	0	0	0	http://t.co/quFp6nJwHt	when you see bae flirting with someone else http://t.co/quFp6nJwHt
Sat Jan 24 18:40:03 +0000 2015	559058060694413312	0	photo	5100	2238	0	0	0	0	http://t.co/PKhavTN1QJ	I need a husky! http://t.co/PKhavTN1QJ
Sat Jan 24 18:15:07 +0000 2015	559051786367926273	0	photo	3060	873	0	0	0	0	http://t.co/YFMvMql8vf	Horse saving a Puppy that almost drowned http://t.co/YFMvMql8vf
Sat Jan 24 18:00:44 +0000 2015	559048166478082052	0	photo	324	76	0	0	0	0	http://t.co/HzLFOY0MTX	5 different types of service animals... 4 you may have never guessed! http://t.co/hDL7igy1AU ||. http://t.co/HzLFOY0MTX
Sat Jan 24 17:30:12 +0000 2015	559040485768331265	0	photo	2304	1129	0	0	0	0	http://t.co/6bvGSO7Qk4	Will you shut up? Were trying to watch TV http://t.co/6bvGSO7Qk4
Sat Jan 24 16:40:16 +0000 2015	559027918408798208	0	photo	2216	798	0	0	0	0	http://t.co/QABxSfZHqB	corgis are the best http://t.co/QABxSfZHqB
Sat Jan 24 16:30:02 +0000 2015	559025341579415552	0	photo	143	47	0	0	0	0	http://t.co/tj6eizIxCt	These animals have a college degree &amp; you'll laugh when you find out how they got them http://t.co/miPPRulnPT ||. http://t.co/tj6eizIxCt
Sat Jan 24 16:20:06 +0000 2015	559022841249939456	0	photo	3981	1724	0	0	0	0	http://t.co/3Kdpluzpcn	"you wouldn't stop me if I was a polar bear" http://t.co/3Kdpluzpcn
Sat Jan 24 16:01:29 +0000 2015	559018157902274560	0	photo	767	226	0	0	0	0	http://t.co/KDjf73TqCm	Hot Doggy socks are IN and just waiting for you to adopt a pair! http://t.co/kzX7NMDXD0 | http://t.co/KDjf73TqCm
Sat Jan 24 16:00:45 +0000 2015	559017973382664192	0	photo	3220	1857	0	0	0	0	http://t.co/JSPOSkzAut	he was a skater goat, he said see you later, goat http://t.co/JSPOSkzAut
Sat Jan 24 15:35:03 +0000 2015	559011504729890816	0	photo	8022	2854	0	0	0	0	http://t.co/lcOfYcjsDy	he likes the snow http://t.co/lcOfYcjsDy
Sat Jan 24 15:30:10 +0000 2015	559010275178057729	0	photo	148	29	0	0	0	0	http://t.co/4CWuksk6xk	The Top 8 highest paid animal jobs might surprise you! http://t.co/SitlO6Tf6F ||. http://t.co/4CWuksk6xk
Sat Jan 24 15:05:23 +0000 2015	559004038113787904	0	photo	5875	2175	0	0	0	0	http://t.co/lotYhULc7n	someone spilled their hamster on the couch http://t.co/lotYhULc7n
Sat Jan 24 14:35:04 +0000 2015	558996409916334081	0	photo	4664	1838	0	0	0	0	http://t.co/EjsqMbAnEO	corgi down! http://t.co/EjsqMbAnEO
Sat Jan 24 14:15:10 +0000 2015	558991404148736001	BarkPost	0	116	33	0	0	0	0	0	13 gifs of fuzzy puppies who think they're about that thug life via @BarkPost https://t.co/UYh8YUnbHJ
Sat Jan 24 14:05:14 +0000 2015	558988902342856705	0	photo	3908	1478	0	0	0	0	http://t.co/8qO3RzgnIK	Houston zoo has a new member http://t.co/8qO3RzgnIK
Sat Jan 24 13:25:03 +0000 2015	558978791226499072	0	photo	1082	1994	0	0	0	0	http://t.co/yCNYYXCcL0	REMINDER http://t.co/yCNYYXCcL0
Sat Jan 24 12:35:11 +0000 2015	558966238517665792	0	photo	2416	727	0	0	0	0	http://t.co/b6TPBBXyO4	Date night anyone? http://t.co/b6TPBBXyO4
Sat Jan 24 12:30:17 +0000 2015	558965007967608832	0	photo	104	33	0	0	0	0	http://t.co/wof7zo0rjZ	7 things you're doing that are totally annoying your dog  http://t.co/DCSna85xRH ||. http://t.co/wof7zo0rjZ
Sat Jan 24 12:08:02 +0000 2015	558959407154094080	0	photo	3561	1544	0	0	0	0	http://t.co/jaJqPGKMqD	baby giraffe http://t.co/jaJqPGKMqD
Sat Jan 24 11:30:26 +0000 2015	558949944787468288	0	photo	191	50	0	0	0	0	http://t.co/eXgpa6hhwm	6 amazing pet weight loss stories http://t.co/ZAAMvOkLAP ||. http://t.co/eXgpa6hhwm
Sat Jan 24 10:45:06 +0000 2015	558938539195650048	0	photo	3486	1000	0	0	0	0	http://t.co/0gC2ZSL0g8	Bottle feeding the baby german Shepherd http://t.co/0gC2ZSL0g8
Sat Jan 24 10:30:01 +0000 2015	558934739525332992	0	photo	112	22	0	0	0	0	http://t.co/en5VGJsFXk	7 GORGEOUS dog pics that will blow your mind http://t.co/82ozUrDsh3 ||. http://t.co/en5VGJsFXk
Sat Jan 24 10:15:10 +0000 2015	558931002551435264	BarkPost	0	103	45	0	0	0	0	0	Dog and cow are in love and they don't care who knows it! The video is SO adorable via @BarkPost https://t.co/N3sz8XlO6W
Sat Jan 24 10:00:25 +0000 2015	558927292253360128	0	photo	3185	1324	0	0	0	0	http://t.co/7VOH2h4l4V	you came to the wrong neighborhood... http://t.co/7VOH2h4l4V
Sat Jan 24 09:25:09 +0000 2015	558918417299030016	0	photo	2990	881	0	0	0	0	http://t.co/zuhHVgjilE	beach nap http://t.co/zuhHVgjilE
Sat Jan 24 07:40:04 +0000 2015	558891972229095424	0	photo	1872	463	0	0	0	0	http://t.co/EJrh0l7BYw	baby skunks can be cute too http://t.co/EJrh0l7BYw
Sat Jan 24 07:10:09 +0000 2015	558884443705077760	0	photo	4411	1775	0	0	0	0	http://t.co/Ja87cKj9nW	What a cute family http://t.co/Ja87cKj9nW
Sat Jan 24 06:40:04 +0000 2015	558876870771757056	0	photo	2610	629	0	0	0	0	http://t.co/duuYwno1iw	He got too tired on the walk. http://t.co/duuYwno1iw
Sat Jan 24 06:00:10 +0000 2015	558866829649915905	0	photo	141	42	0	0	0	0	http://t.co/3Q57vuzLPw	5 hilarious police reports about animals http://t.co/csLjYMg02G||. http://t.co/3Q57vuzLPw
Sat Jan 24 05:39:01 +0000 2015	558861506750980096	0	photo	3549	902	0	0	0	0	http://t.co/BWjfu4DRXB	Albino fawn. She's beautiful http://t.co/BWjfu4DRXB
Sat Jan 24 05:10:02 +0000 2015	558854215754608640	0	photo	3067	1292	0	0	0	0	http://t.co/Lni4HyiOww	chubby bunny http://t.co/Lni4HyiOww
Sat Jan 24 04:30:01 +0000 2015	558844144270196736	0	photo	182	39	0	0	0	0	http://t.co/wXAqVwnbTw	So you want to work with dolphins, check out these jobs! http://t.co/NUg8ntW9Xq||. http://t.co/wXAqVwnbTw
Sat Jan 24 04:25:02 +0000 2015	558842889070182400	0	photo	2761	1759	0	0	0	0	http://t.co/2ASSTtLzbS	my life in a picture http://t.co/2ASSTtLzbS
Sat Jan 24 04:00:12 +0000 2015	558836639506911233	0	photo	4038	1335	0	0	0	0	http://t.co/Jr471hqF9Q	11 day old baby bunny http://t.co/Jr471hqF9Q
Sat Jan 24 03:35:04 +0000 2015	558830314471313408	0	photo	2747	997	0	0	0	0	http://t.co/fAyG3sZqlz	I need this puppy in my life! http://t.co/fAyG3sZqlz
Sat Jan 24 03:32:44 +0000 2015	558829729973686275	0	photo	1107	414	0	0	0	0	http://t.co/JMur0T7682	Turn up. http://t.co/JMur0T7682
Sat Jan 24 03:15:10 +0000 2015	558825308175224832	0	photo	2165	1201	0	0	0	0	http://t.co/nKkTfcaV1j	saturday night turn up http://t.co/nKkTfcaV1j
Sat Jan 24 03:00:27 +0000 2015	558821602977406976	0	photo	119	46	0	0	0	0	http://t.co/DmJUGd4nil	7 GORGEOUS dog pics that will blow your mind http://t.co/82ozUrDsh3||. http://t.co/DmJUGd4nil
Sat Jan 24 02:50:03 +0000 2015	558818986826403840	0	photo	3489	1277	0	0	0	0	http://t.co/1LYc3FGU03	baseball puppy http://t.co/1LYc3FGU03
Sat Jan 24 02:25:14 +0000 2015	558812740371095554	0	photo	4991	1669	0	0	0	0	http://t.co/HjwRiPmyD3	Great Dane with his new best friend http://t.co/HjwRiPmyD3
Sat Jan 24 02:15:07 +0000 2015	558810197771440130	BarkPost	0	143	47	0	0	0	0	0	This Puppy-Cheetah Cub Duo are About to Break the Internet via @BarkPost https://t.co/IMXxwC49D0
Sat Jan 24 01:57:30 +0000 2015	558805763292807168	0	photo	1871	936	0	0	0	0	http://t.co/aL9NQ5eFOH	Hair game on point. http://t.co/aL9NQ5eFOH
Sat Jan 24 01:45:05 +0000 2015	558802637177753600	0	photo	2948	1311	0	0	0	0	http://t.co/atko3Ptpi8	when the front camera catches you off guard http://t.co/atko3Ptpi8
Sat Jan 24 01:19:49 +0000 2015	558796279174533120	0	photo	2369	811	0	0	0	0	http://t.co/bzJqvQb3hc	I think he likes Milk bones. http://t.co/bzJqvQb3hc
Sat Jan 24 01:15:10 +0000 2015	558795110276542465	0	photo	2316	976	0	0	0	0	http://t.co/Yix1GiHi1o	Grinny pig! http://t.co/Yix1GiHi1o
Sat Jan 24 00:50:12 +0000 2015	558788827402493952	0	photo	3716	1784	0	0	0	0	http://t.co/ykWtVm0rZp	this hit me hard http://t.co/ykWtVm0rZp
Sat Jan 24 00:29:03 +0000 2015	558783502347292672	0	photo	788	203	0	0	0	0	http://t.co/t4SuvRg6Zc	Thought this was pretty cool. http://t.co/t4SuvRg6Zc
Sat Jan 24 00:20:03 +0000 2015	558781237272145921	0	photo	2366	1293	0	0	0	0	http://t.co/Je2jBds6oT	Eyebrows on fleek http://t.co/Je2jBds6oT
Sat Jan 24 00:00:32 +0000 2015	558776327307014144	0	photo	174	43	0	0	0	0	http://t.co/MaRESWQikU	6 amazing pet weight loss stories http://t.co/ZAAMvOkLAP||. http://t.co/MaRESWQikU
Fri Jan 23 23:40:11 +0000 2015	558771205725904896	0	photo	3699	1095	0	0	0	0	http://t.co/CGFbHk0iwT	proud parents http://t.co/CGFbHk0iwT
Fri Jan 23 23:20:02 +0000 2015	558766133520515072	0	photo	2069	827	0	0	0	0	http://t.co/WWBsjlP4IB	It's a hamburger pillow! http://t.co/WWBsjlP4IB
Fri Jan 23 23:03:05 +0000 2015	558761868429250561	0	0	56	12	0	0	0	0	0	Follow spree on our Instagram acct "TheCuteEmergency" ready go!
Fri Jan 23 22:30:22 +0000 2015	558753635824578561	0	photo	103	35	0	0	0	0	http://t.co/GpZJKswbNB	7 things you're doing that are totally annoying your dog  http://t.co/DCSna85xRH||. http://t.co/GpZJKswbNB
Fri Jan 23 22:15:10 +0000 2015	558749809025495040	0	photo	2918	1051	0	0	0	0	http://t.co/11v3wJkC23	a true hero http://t.co/11v3wJkC23
Fri Jan 23 21:43:46 +0000 2015	558741906843131905	0	0	2777	1808	0	0	0	0	0	They pulled a Lady and the Tramp! https://t.co/S32bzhqTFe
Fri Jan 23 21:30:04 +0000 2015	558738461558321152	0	photo	2896	1156	0	0	0	0	http://t.co/ZrscVniAqF	when you show your mom a photo and she keeps sliding http://t.co/ZrscVniAqF
Fri Jan 23 21:00:46 +0000 2015	558731086910742530	0	photo	204	53	0	0	0	0	http://t.co/O713ArvloN	8 resorts that get you SUPER CLOSE to beautiful exotic animals http://t.co/aD2NTTPPEo||. http://t.co/O713ArvloN
Fri Jan 23 20:47:55 +0000 2015	558727854314119168	0	photo	3901	2013	0	0	0	0	http://t.co/Bu37jVGwSo	Lmao I'm out. http://t.co/Bu37jVGwSo
Fri Jan 23 20:40:01 +0000 2015	558725864662515713	0	photo	3855	656	0	0	0	0	http://t.co/gwBj6WLFQw	My ride or die forever http://t.co/gwBj6WLFQw
Fri Jan 23 20:15:04 +0000 2015	558719586586357761	BarkPost	0	111	50	0	0	0	0	0	Adorable kitten annoys sleepy dog with its friendship via @BarkPost https://t.co/6kPiJ34EYk
Fri Jan 23 20:00:05 +0000 2015	558715813512089600	0	photo	953	322	0	0	0	0	http://t.co/XNf9pYpYfc	LOOK AT IT http://t.co/XNf9pYpYfc
Fri Jan 23 19:40:03 +0000 2015	558710773934206978	0	photo	4965	2147	0	0	0	0	http://t.co/H8EYK3Dw3b	LOOK ITS CHUBBY LITTLE FOXES OMG http://t.co/H8EYK3Dw3b
Fri Jan 23 19:30:18 +0000 2015	558708322241875969	0	photo	274	75	0	0	0	0	http://t.co/oGB5qJHvaA	5 crazy cat stories that'll have you shaking your head http://t.co/oiZVPknlkH||. http://t.co/oGB5qJHvaA
Fri Jan 23 19:20:04 +0000 2015	558705746406567936	0	photo	2888	1117	0	0	0	0	http://t.co/fzrD8uHdyD	I need a big dog in my life http://t.co/fzrD8uHdyD
Fri Jan 23 18:40:04 +0000 2015	558695677984006144	0	photo	3804	1006	0	0	0	0	http://t.co/mdphmsElNj	Puppy's first day at the beach! http://t.co/mdphmsElNj
Fri Jan 23 18:30:18 +0000 2015	558693220054728704	0	photo	115	31	0	0	0	0	http://t.co/d4zgeelpga	The Top 8 highest paid animal jobs might surprise you! http://t.co/SitlO6Tf6F||. http://t.co/d4zgeelpga
Fri Jan 23 18:15:03 +0000 2015	558689381406752768	0	photo	2369	931	0	0	0	0	http://t.co/29ceZTK87S	When you chillin with your girl and get a text after 11 and act like you ain't hear it... http://t.co/29ceZTK87S
Fri Jan 23 17:30:17 +0000 2015	558678118362546176	0	photo	3272	1182	0	0	0	0	http://t.co/Za9mGn4btC	dogs make everything better http://t.co/Za9mGn4btC
Fri Jan 23 16:40:03 +0000 2015	558665475396468736	0	photo	4757	1558	0	0	0	0	http://t.co/d8eVBhE1CQ	brb dying http://t.co/d8eVBhE1CQ
Fri Jan 23 16:30:31 +0000 2015	558663075076009984	0	photo	119	33	0	0	0	0	http://t.co/JCdF9vqDH5	These animals have a college degree &amp; you'll laugh when you find out how they got them http://t.co/miPPRulnPT||. http://t.co/JCdF9vqDH5
Fri Jan 23 16:20:12 +0000 2015	558660478629859328	0	photo	3073	960	0	0	0	0	http://t.co/32ozNGVYkc	that puppy dog face http://t.co/32ozNGVYkc
Fri Jan 23 16:00:45 +0000 2015	558655587186409472	0	photo	4850	1552	0	0	0	0	http://t.co/ohNvVDfBX1	This needs to be my future dog http://t.co/ohNvVDfBX1
Fri Jan 23 15:35:04 +0000 2015	558649123587760128	0	photo	2727	1809	0	0	0	0	http://t.co/nQf9KzfU7s	rt if this makes u smile http://t.co/nQf9KzfU7s
Fri Jan 23 15:30:05 +0000 2015	558647868115132417	0	photo	323	68	0	0	0	0	http://t.co/vqDvF5IeAX	5 different types of service animals... 4 you may have never guessed! http://t.co/W7bTc1gNQf||. http://t.co/vqDvF5IeAX
Fri Jan 23 15:05:05 +0000 2015	558641574331318273	0	photo	4805	1832	0	0	0	0	http://t.co/vDub0tec3N	puppy head tilts are my biggest weakness http://t.co/vDub0tec3N
Fri Jan 23 14:35:08 +0000 2015	558634037225746432	0	photo	4171	2207	0	0	0	0	http://t.co/Xhv6AeGeQx	best thing ever http://t.co/Xhv6AeGeQx
Fri Jan 23 14:30:10 +0000 2015	558632789483204608	0	photo	193	36	0	0	0	0	http://t.co/rNjiqmuzHW	7 important body language signals your dog gives you that you need to understand http://t.co/gdyTF6duKi||. http://t.co/rNjiqmuzHW
Fri Jan 23 14:15:20 +0000 2015	558629055130791937	BarkPost	0	54	12	0	0	0	0	0	Human sets up the perfect proposal, but the dog has some other ideas via @BarkPost https://t.co/DiKgqk2ja2
Fri Jan 23 14:05:07 +0000 2015	558626486039875584	0	photo	4726	2507	0	0	0	0	http://t.co/EqfTC3OKHm	if u r upset||this is a puppy in a giraffe costume http://t.co/EqfTC3OKHm
Fri Jan 23 13:30:17 +0000 2015	558617718912745472	0	photo	386	109	0	0	0	0	http://t.co/Uwe98zglWj	6 amazing stories of animals who received a second lease on life http://t.co/gdyTF6duKi||. http://t.co/Uwe98zglWj
Fri Jan 23 13:25:01 +0000 2015	558616392636059649	0	photo	5943	2059	0	0	0	0	http://t.co/MrvJSfzyUS	Best costume for a chocolate lab ever http://t.co/MrvJSfzyUS
Fri Jan 23 12:35:01 +0000 2015	558603812618117120	0	photo	4462	1751	0	0	0	0	http://t.co/7RPurdins8	baby otter drinking milk from a bottle http://t.co/7RPurdins8
Fri Jan 23 12:30:07 +0000 2015	558602576762261507	0	photo	324	69	0	0	0	0	http://t.co/5jn9FNnfmO	5 crazy stories of dogs getting into a little more trouble than they bargained for http://t.co/D1HbuM8GZv||. http://t.co/5jn9FNnfmO
Fri Jan 23 12:08:01 +0000 2015	558597016360861697	0	photo	2277	1177	0	0	0	0	http://t.co/J9jEVkJjQb	"what's your major" "how many hours are you taking next semester" "how's your bank account" "do you have a boyfriend" http://t.co/J9jEVkJjQb
