created_at	id	entities|user_mentions|screen_name	entities|media|type	favorite_count	retweet_count	retweeted_status|id	retweeted_status|favorite_count	retweeted_status|retweet_count	retweeted_status|created_at	entities|media|url	text
Sun Jan 11 02:15:00 +0000 2015	554099126108160000	BarkPost	0	85	15	0	0	0	0	0	This Pooch Is Super Anxious About His Favorite Ducky Being Washed - And It's Adorable via @BarkPost https://t.co/yGdgii4kaU
Sun Jan 11 01:45:04 +0000 2015	554091589833097217	0	photo	3118	901	0	0	0	0	http://t.co/P00nfVM8Df	A protective dog spooning his human baby http://t.co/P00nfVM8Df
Sun Jan 11 01:30:10 +0000 2015	554087841094184960	BarkPost	0	85	32	0	0	0	0	0	20 scheming cats who steal beds right out from under dog's noses via @barkpost https://t.co/ovyahhnpYp
Sun Jan 11 01:15:02 +0000 2015	554084031533682691	0	photo	2779	638	0	0	0	0	http://t.co/78u1ULGOEU	always finds a way to be close http://t.co/78u1ULGOEU
Sun Jan 11 00:52:58 +0000 2015	554078478656892928	0	photo	5176	2210	0	0	0	0	http://t.co/TyrQAWRvcp	This is why I have trust issues http://t.co/TyrQAWRvcp
Sun Jan 11 00:20:20 +0000 2015	554070265773449216	0	photo	1490	614	0	0	0	0	http://t.co/z1iwp5yeGG	The face ur mom makes when u come home late http://t.co/z1iwp5yeGG
Sun Jan 11 00:00:16 +0000 2015	554065217697898498	BarkPost	0	106	48	0	0	0	0	0	Nefarious cat fakes own death to win race against dog via @BarkPost https://t.co/ZHWUxOPW9F
Sat Jan 10 23:40:06 +0000 2015	554060143378571264	0	photo	3311	1297	0	0	0	0	http://t.co/rTLICFIXbI	Just a happy little wombat http://t.co/rTLICFIXbI
Sat Jan 10 23:32:23 +0000 2015	554058200446533632	HereBeHuskies	photo	0	1270	553661772977414145	3226	1270	Fri Jan 09 21:17:07 +0000 2015	http://t.co/01Nc2EizLu	RT @HereBeHuskies: tickle tickle! http://t.co/01Nc2EizLu
Sat Jan 10 23:20:06 +0000 2015	554055109538484224	0	photo	2823	1092	0	0	0	0	http://t.co/L6q2yJVIkS	wut... OMG http://t.co/L6q2yJVIkS
Sat Jan 10 22:30:26 +0000 2015	554042608096641026	BarkPost	0	56	22	0	0	0	0	0	The 11 Hottest Hollywood Dog Dads Ranked By How Much They Help Pups via @BarkPost  https://t.co/H2poNTud7Y
Sat Jan 10 22:16:50 +0000 2015	554039186290778112	0	photo	2672	1044	0	0	0	0	http://t.co/ZmaiBPdDk9	Baby duck billed platypus http://t.co/ZmaiBPdDk9
Sat Jan 10 21:30:08 +0000 2015	554027435776565251	0	photo	4144	1172	0	0	0	0	http://t.co/H668kZ4Vy6	Brother and Sister http://t.co/H668kZ4Vy6
Sat Jan 10 20:40:03 +0000 2015	554014830680870912	0	photo	3891	1339	0	0	0	0	http://t.co/lGygnUFhfm	Teddy bears make shelter dogs smile http://t.co/lGygnUFhfm
Sat Jan 10 20:15:10 +0000 2015	554008570640236546	BarkPost	0	112	41	0	0	0	0	0	Husky throws hilarious grumble fit because dinner isn't ready yet via @BarkPost https://t.co/fpdzvEp1iC
Sat Jan 10 20:02:14 +0000 2015	554005314408677376	GorgeousGoldens	photo	0	1503	553253336418631680	3436	1503	Thu Jan 08 18:14:09 +0000 2015	http://t.co/bjKcjXpfOh	RT @GorgeousGoldens: How To Be Happy:||Step 1: Be a Golden Retriever http://t.co/bjKcjXpfOh
Sat Jan 10 20:01:38 +0000 2015	554005162608439296	ftcreature	photo	0	256	541362221616345088	750	256	Sat Dec 06 22:43:06 +0000 2014	http://t.co/QpFVev6te8	RT @ftcreature: Free Kitty. ||in theaters summer 2015. http://t.co/QpFVev6te8
Sat Jan 10 20:00:40 +0000 2015	554004920278712321	0	photo	4190	1057	0	0	0	0	http://t.co/EdTFaEouSZ	OH MY GAWD. http://t.co/EdTFaEouSZ
Sat Jan 10 19:40:13 +0000 2015	553999775440588801	0	photo	2304	810	0	0	0	0	http://t.co/7syxgMeKdE	LOOK AT THESE LITTLE ROLLS http://t.co/7syxgMeKdE
Sat Jan 10 19:20:24 +0000 2015	553994786013970432	0	photo	1534	481	0	0	0	0	http://t.co/bLkTV9RwT2	lil baby bunny http://t.co/bLkTV9RwT2
Sat Jan 10 18:40:13 +0000 2015	553984676004900866	0	photo	2322	771	0	0	0	0	http://t.co/DmYh0HjjXv	I need this cat http://t.co/DmYh0HjjXv
Sat Jan 10 18:15:11 +0000 2015	553978376068005889	0	photo	2968	1015	0	0	0	0	http://t.co/LK8l87FHT5	Cuddle for warmth http://t.co/LK8l87FHT5
Sat Jan 10 18:00:13 +0000 2015	553974605841719296	0	photo	494	89	0	0	0	0	http://t.co/ytLfFcCEtK	Understanding your dog's body language is key - here's what you need to know http://t.co/XLfUCbyaug||. http://t.co/ytLfFcCEtK
Sat Jan 10 17:49:20 +0000 2015	553971870048210946	0	photo	7692	3526	0	0	0	0	http://t.co/qNVFT7MNYq	This is the last surviving rescue dog from 9/11. She was 2 years old during 9/11 and is 15 years old pictured. http://t.co/qNVFT7MNYq
Sat Jan 10 17:30:02 +0000 2015	553967012960288769	0	photo	4243	1453	0	0	0	0	http://t.co/qacwwSLbgY	Cutest wiener of the year award goes to... http://t.co/qacwwSLbgY
Sat Jan 10 17:23:26 +0000 2015	553965349398261760	0	photo	1479	741	0	0	0	0	http://t.co/OjlXn4Q7g3	Valentine's Day is just around the corner! http://t.co/OjlXn4Q7g3
Sat Jan 10 16:40:07 +0000 2015	553954448578736129	0	photo	5831	2189	0	0	0	0	http://t.co/UzyAToqICg	SO MANY WRINKLES http://t.co/UzyAToqICg
Sat Jan 10 16:30:23 +0000 2015	553952000304746496	0	photo	322	97	0	0	0	0	http://t.co/koyXg4QAEG	8 Disney movie locations you can visit in real life! http://t.co/PoxcnRJRGf||. http://t.co/koyXg4QAEG
Sat Jan 10 16:20:29 +0000 2015	553949510192599041	0	photo	3298	1178	0	0	0	0	http://t.co/S0JoQ8JFK7	A king will always have his queen's back http://t.co/S0JoQ8JFK7
Sat Jan 10 16:00:49 +0000 2015	553944558523150336	0	photo	5390	1323	0	0	0	0	http://t.co/PX7Ot7hDbq	Can't say no to a puppy http://t.co/PX7Ot7hDbq
Sat Jan 10 15:35:06 +0000 2015	553938089870372864	0	photo	4418	1223	0	0	0	0	http://t.co/rQ5E0kxoOc	Synchronized ear flops http://t.co/rQ5E0kxoOc
Sat Jan 10 15:30:20 +0000 2015	553936889687080962	0	photo	145	40	0	0	0	0	http://t.co/41aaqVDASX	5 pet homes that are probably bigger than yours smh http://t.co/3Kr0XA3aPA||. http://t.co/41aaqVDASX
Sat Jan 10 15:05:14 +0000 2015	553930569869180928	0	photo	4779	1650	0	0	0	0	http://t.co/RVOFnEPv4P	Look at his puppy belly! :) http://t.co/RVOFnEPv4P
Sat Jan 10 14:35:08 +0000 2015	553922996768112640	0	photo	6855	3293	0	0	0	0	http://t.co/UN7jUbzqLa	this hit me hard http://t.co/UN7jUbzqLa
Sat Jan 10 14:30:12 +0000 2015	553921753664454656	0	photo	198	57	0	0	0	0	http://t.co/wxCmJhjN7q	5 awesome outdoor adventures you can take with your dog! http://t.co/QbOTz9Tg6v||. http://t.co/wxCmJhjN7q
Sat Jan 10 14:15:07 +0000 2015	553917958679171072	BarkPost	0	113	20	0	0	0	0	0	Sneaky fluffball kitten will stop at nothing to get this dalmatians attention! Via @BarkPost https://t.co/GomOQzWnp8
Sat Jan 10 14:05:12 +0000 2015	553915461965217792	0	photo	3566	1131	0	0	0	0	http://t.co/40hSrQ9CVO	It's so wittle!! http://t.co/40hSrQ9CVO
Sat Jan 10 13:30:22 +0000 2015	553906695748202497	0	photo	246	60	0	0	0	0	http://t.co/JcUXyg5UJa	The world's richest pets are going to make your jaw drop http://t.co/a1YnJ0nsEY||. http://t.co/JcUXyg5UJa
Sat Jan 10 13:25:12 +0000 2015	553905399565656064	0	photo	1448	214	0	0	0	0	http://t.co/yqERiZTMzG	she's tryin so hard http://t.co/yqERiZTMzG
Sat Jan 10 12:35:08 +0000 2015	553892799297626113	0	photo	2971	1194	0	0	0	0	http://t.co/SdsD443sL4	labrathor http://t.co/SdsD443sL4
Sat Jan 10 12:30:12 +0000 2015	553891555984310272	0	0	68	12	0	0	0	0	0	The 20 punniest pictures on the internet https://t.co/52p81rYLWd
Sat Jan 10 12:08:04 +0000 2015	553885985529163776	0	photo	3800	1756	0	0	0	0	http://t.co/7lpP30HU8G	This must be what heaven looks like http://t.co/7lpP30HU8G
Sat Jan 10 10:45:01 +0000 2015	553865087615008768	0	photo	2989	934	0	0	0	0	http://t.co/CBUBjHs22g	pups like these are my weakness http://t.co/CBUBjHs22g
Sat Jan 10 10:30:07 +0000 2015	553861337957543936	0	0	43	26	0	0	0	0	0	15 aboslutely ridiculous toilets I'd crack up at seeing 😂😂😂 https://t.co/6jDc3ra0Ow
Sat Jan 10 10:15:09 +0000 2015	553857570356883456	BarkPost	0	158	72	0	0	0	0	0	Cats meet puppies for the first time &amp; it goes exactly like you'd think via @BarkPost https://t.co/nK1k9N5IWP
Sat Jan 10 09:30:12 +0000 2015	553846259350777856	0	0	36	18	0	0	0	0	0	These people don't follow the rules! They do what they want and hilariously stick to to the man https://t.co/gtwWmYJgGT
Sat Jan 10 09:25:06 +0000 2015	553844974836793344	0	photo	2826	1020	0	0	0	0	http://t.co/aoa53wTS0V	It's a kitten hairband! http://t.co/aoa53wTS0V
Sat Jan 10 08:30:14 +0000 2015	553831165220880384	0	0	70	33	0	0	0	0	0	These pictures totally restore my faith in humanity -- there's still goodness left in the world! https://t.co/FQS9sRmVbJ
Sat Jan 10 07:40:05 +0000 2015	553818544425943040	0	photo	2285	853	0	0	0	0	http://t.co/PAB8oVm3Dp	SO FLUFFY AND CUTE http://t.co/PAB8oVm3Dp
Sat Jan 10 07:30:11 +0000 2015	553816055471415297	BarkPost	0	64	23	0	0	0	0	0	We are completely mesmerized by this dog walking like a person! Via @BarkPost https://t.co/gpAhoOvubW
Sat Jan 10 07:10:09 +0000 2015	553811013146247168	0	photo	3873	1195	0	0	0	0	http://t.co/PbePw6lYKX	This is heartbreaking http://t.co/PbePw6lYKX
Sat Jan 10 07:05:32 +0000 2015	553809852464496641	Zedd|selenagomez	0	35	5	0	0	0	0	0	@Zedd @selenagomez y'all need some company in the studio? I've got some super corny animal jokes and in nearby #LA
Sat Jan 10 06:38:06 +0000 2015	553802945989328897	0	photo	4091	956	0	0	0	0	http://t.co/ns86pp56kF	When you're the center of attention. http://t.co/ns86pp56kF
Sat Jan 10 06:06:59 +0000 2015	553795115693531136	0	photo	2769	1443	0	0	0	0	http://t.co/sZRuF8ClQk	BREAKING: MANATEE RUNS INTO ICEBERG. Story at 11. http://t.co/sZRuF8ClQk
Sat Jan 10 06:00:13 +0000 2015	553793415272759296	BarkPost	0	110	33	0	0	0	0	0	Polite puppy teaches himself to open doors to let big bro in - via @BarkPost https://t.co/Z9K1mOcjL1
Sat Jan 10 05:39:02 +0000 2015	553788081510559746	0	photo	3087	1065	0	0	0	0	http://t.co/DwWwEXffcB	Dogs at their birthday parties are so cute http://t.co/DwWwEXffcB
Sat Jan 10 05:10:03 +0000 2015	553780789490765824	0	photo	3374	3148	0	0	0	0	http://t.co/X8fKYrxqfs	rt if this kinda looks like u http://t.co/X8fKYrxqfs
Sat Jan 10 04:53:11 +0000 2015	553776545043468288	0	0	3505	2074	0	0	0	0	0	What girls look for in guys:||brown eyes|messy hair|cute nose|4 paws|golden retriever
Sat Jan 10 04:30:09 +0000 2015	553770746053685248	BarkPost	0	72	23	0	0	0	0	0	Dogzilla is our pick for the best movie of 2014, paws down - via @BarkPost https://t.co/KjEFu1pRPc
Sat Jan 10 04:29:38 +0000 2015	553770617028083712	0	photo	2228	613	0	0	0	0	http://t.co/9bNO6DgmE6	When girls snapchat while running http://t.co/9bNO6DgmE6
Sat Jan 10 04:27:51 +0000 2015	553770169902718977	0	0	353	1101	0	0	0	0	0	RT if you have a dog.
Sat Jan 10 04:27:13 +0000 2015	553770009734807552	0	0	644	417	0	0	0	0	0	Life would be so cool as a dog.
Sat Jan 10 04:25:11 +0000 2015	553769495945560064	0	photo	6017	2090	0	0	0	0	http://t.co/COG0MB1auZ	the puppy dog eyes are real. http://t.co/COG0MB1auZ
Sat Jan 10 04:17:34 +0000 2015	553767579827716096	GorgeousGoldens	photo	0	586	553672644726652929	2096	586	Fri Jan 09 22:00:19 +0000 2015	http://t.co/OmBQjDly0g	RT @GorgeousGoldens: Will you cuddle with me? http://t.co/OmBQjDly0g
Sat Jan 10 04:16:41 +0000 2015	553767358741741569	EmrgencyKittens	photo	0	1530	553759404966023168	3044	1530	Sat Jan 10 03:45:05 +0000 2015	http://t.co/6ZXIoPwLny	RT @EmrgencyKittens: MY ANACONDA DON'T http://t.co/6ZXIoPwLny
Sat Jan 10 04:16:27 +0000 2015	553767301917315074	CuteEmergency	0	94	12	0	0	0	0	0	@CuteEmergency the more I look at her, the more I see myself. 🐶😂
Sat Jan 10 04:00:10 +0000 2015	553763200861487104	0	photo	2933	1039	0	0	0	0	http://t.co/2FWl73saHv	Such a little cutie http://t.co/2FWl73saHv
Sat Jan 10 03:35:04 +0000 2015	553756885460217857	0	photo	7444	5050	0	0	0	0	http://t.co/I4FyfPWxLL	Everyone's partying and I'm just like http://t.co/I4FyfPWxLL
Sat Jan 10 03:19:37 +0000 2015	553752996744802304	0	photo	362	107	0	0	0	0	http://t.co/4ryDyNfMR1	Sloth socks are baaaaack http://t.co/dPvP9QlMCe||. http://t.co/4ryDyNfMR1
Sat Jan 10 03:15:10 +0000 2015	553751879336099842	0	photo	3081	627	0	0	0	0	http://t.co/VESTAVVc1U	5 minutes into her first walk http://t.co/VESTAVVc1U
Sat Jan 10 03:00:11 +0000 2015	553748106307960832	0	0	83	39	0	0	0	0	0	For all you ladies - Hot firefighters helping rescue pups get adopted… this you need to see https://t.co/FG62vQg45w
Sat Jan 10 02:50:13 +0000 2015	553745599426990080	0	photo	2888	1911	0	0	0	0	http://t.co/6ToSlr4g4P	me rn http://t.co/6ToSlr4g4P
Sat Jan 10 02:25:01 +0000 2015	553739255189880832	0	photo	4207	1239	0	0	0	0	http://t.co/T1KGR1svmg	Carry me. I'm cold. http://t.co/T1KGR1svmg
Sat Jan 10 02:15:09 +0000 2015	553736774120656896	BarkPost	0	136	73	0	0	0	0	0	This little pup has the cutest little snarls you've ever heard via @BarkPost https://t.co/OHy3uX0dcc
Sat Jan 10 01:45:20 +0000 2015	553729268749176832	0	photo	5144	2788	0	0	0	0	http://t.co/0xOQPLOgJ1	DUCKLINGS WEARING CUPCAKE PAPER DRESSES http://t.co/0xOQPLOgJ1
Sat Jan 10 01:30:17 +0000 2015	553725482026668032	BarkPost	0	59	17	0	0	0	0	0	Star Wars: The Force Awakens Trailer, As Told By Puppies and Kittens - via @BarkPost https://t.co/68ct6GmYvK
Sat Jan 10 01:15:09 +0000 2015	553721673661550593	0	photo	2651	2096	0	0	0	0	http://t.co/5SZMR2mrvp	trying to get my life together like http://t.co/5SZMR2mrvp
Sat Jan 10 00:50:13 +0000 2015	553715398420725760	0	photo	3990	1366	0	0	0	0	http://t.co/noa1TZD8Mn	Golden not retrieving http://t.co/noa1TZD8Mn
Sat Jan 10 00:20:07 +0000 2015	553707825311281153	0	photo	2879	825	0	0	0	0	http://t.co/iDfki1lh4p	those eyes http://t.co/iDfki1lh4p
Sat Jan 10 00:00:30 +0000 2015	553702887965343744	BarkPost	0	101	49	0	0	0	0	0	Theo and Beau STILL nap together and their pics just get more adorable - via @BarkPost https://t.co/1aaEaDZw8M
Fri Jan 09 23:40:06 +0000 2015	553697754191761408	0	photo	2013	774	0	0	0	0	http://t.co/3G4PohEsmu	This little guy is ready for school http://t.co/3G4PohEsmu
Fri Jan 09 23:20:10 +0000 2015	553692738307514368	0	photo	3089	1024	0	0	0	0	http://t.co/EUzVGkWXcW	they look like baby polar bears http://t.co/EUzVGkWXcW
Fri Jan 09 22:30:09 +0000 2015	553680151234752512	BarkPost	0	63	21	0	0	0	0	0	This pup has a major crush on a celeb and you'll never guess who it is - via @BarkPost https://t.co/wDjeutHLm8
Fri Jan 09 22:15:09 +0000 2015	553676375576825856	0	photo	2988	912	0	0	0	0	http://t.co/CzFCnLvQfC	got milk? http://t.co/CzFCnLvQfC
Fri Jan 09 21:30:14 +0000 2015	553665074322489345	0	photo	4187	1781	0	0	0	0	http://t.co/iVGEq7tDX1	the Doguments have been secured http://t.co/iVGEq7tDX1
Fri Jan 09 21:00:10 +0000 2015	553657504677515264	BarkPost	0	80	18	0	0	0	0	0	Pomeranian Elvis impersonator has some SERIOUS dance moves via @BarkPost https://t.co/C3JR8vTsq7
Fri Jan 09 20:40:10 +0000 2015	553652473794420738	0	photo	1741	805	0	0	0	0	http://t.co/XawlQDOxJv	pug wearing pug slippers... this is the only thing that matters right now http://t.co/XawlQDOxJv
Fri Jan 09 20:15:11 +0000 2015	553646185588985857	BarkPost	0	60	15	0	0	0	0	0	You won't believe how these 5 dogs made their millions via @BarkPost https://t.co/6hpit1774m
Fri Jan 09 20:00:34 +0000 2015	553642507557695488	0	photo	4676	1785	0	0	0	0	http://t.co/vce4TbQT9B	GET ME THIS PUPPY http://t.co/vce4TbQT9B
Fri Jan 09 19:46:38 +0000 2015	553639001102372864	0	photo	3054	830	0	0	0	0	http://t.co/0yUH5JreDS	Man's best friend, until the end. http://t.co/0yUH5JreDS
Fri Jan 09 19:40:05 +0000 2015	553637352758063104	0	photo	4314	1475	0	0	0	0	http://t.co/5RHcrgMFOl	It's pretty windy today http://t.co/5RHcrgMFOl
Fri Jan 09 19:36:24 +0000 2015	553636423752904704	0	photo	889	488	0	0	0	0	http://t.co/tgNNQ2GL6s	AW LOOK AT HIM, HE LOOKS SO PROUD OF HIMSELF. I CAN JUST FEEL THE HAPPINESS. THIS DOG IS BEAUTIFUL http://t.co/tgNNQ2GL6s
Fri Jan 09 19:30:18 +0000 2015	553634891653726208	BarkPost	0	96	34	0	0	0	0	0	Squeaky little frenchie actually tells mom "I Love you!" from @BarkPost https://t.co/tn4B2an3rC
Fri Jan 09 19:20:07 +0000 2015	553632328443244544	0	photo	2997	1086	0	0	0	0	http://t.co/PUl0ts2plp	long eared jerboa http://t.co/PUl0ts2plp
Fri Jan 09 18:40:06 +0000 2015	553622256333889538	0	photo	6605	2019	0	0	0	0	http://t.co/EFO26ZFO2t	Wait, V-E-T spells park right? http://t.co/EFO26ZFO2t
Fri Jan 09 18:15:18 +0000 2015	553616017315098625	0	photo	2556	940	0	0	0	0	http://t.co/8kNa0bRxA9	when bae has a headache http://t.co/8kNa0bRxA9
Fri Jan 09 18:00:20 +0000 2015	553612250813304832	BarkPost	0	98	72	0	0	0	0	0	Going to prison was the best thing that ever happened to these dogs - here's why. From @BarkPost https://t.co/MfV7eiYosy
Fri Jan 09 17:30:32 +0000 2015	553604750579884032	0	photo	3277	1154	0	0	0	0	http://t.co/qWtNP3wwiA	quite possibly the cutest delivery I've ever seen http://t.co/qWtNP3wwiA
Fri Jan 09 16:40:19 +0000 2015	553592111275454465	0	photo	3319	893	0	0	0	0	http://t.co/krq7LsUEXN	http://t.co/krq7LsUEXN
Fri Jan 09 16:20:24 +0000 2015	553587099233177603	0	photo	2212	1250	0	0	0	0	http://t.co/GmPf0Y8hsy	When the whole squad gets a haircut http://t.co/GmPf0Y8hsy
Fri Jan 09 16:00:06 +0000 2015	553581990017253376	0	photo	2625	1245	0	0	0	0	http://t.co/KQ8EyfTCiW	Just a seal hugging a penguin http://t.co/KQ8EyfTCiW
Fri Jan 09 15:35:16 +0000 2015	553575744023326720	0	photo	2712	1629	0	0	0	0	http://t.co/Jj0JF3ctJk	current mood: http://t.co/Jj0JF3ctJk
Fri Jan 09 15:05:33 +0000 2015	553568264606216192	0	photo	2634	846	0	0	0	0	http://t.co/3fqWXq6eum	puppy pushups http://t.co/3fqWXq6eum
Fri Jan 09 14:35:16 +0000 2015	553560643773935616	0	photo	3866	1859	0	0	0	0	http://t.co/tkcjGbPyaq	When you gotta tie up your hair so it doesn't get in your food http://t.co/tkcjGbPyaq
Fri Jan 09 14:30:20 +0000 2015	553559400158613504	0	photo	558	180	0	0	0	0	http://t.co/zvJEBFgO4n	6 amazing rescue stories of animals who got a second chance! http://t.co/DZV9BNVhoP||. http://t.co/zvJEBFgO4n
Fri Jan 09 14:15:13 +0000 2015	553555595165728768	BarkPost	0	44	18	0	0	0	0	0	10 dogs who don't need humans to make fetch happen via @BarkPost https://t.co/LDQXRCvn8Y
Fri Jan 09 14:05:05 +0000 2015	553553046882746368	0	photo	3344	1270	0	0	0	0	http://t.co/Qp0fCGx6qy	this is a new level of cuteness http://t.co/Qp0fCGx6qy
Fri Jan 09 13:30:10 +0000 2015	553544260918984704	0	photo	281	68	0	0	0	0	http://t.co/d2vf3lDpwP	Understanding your dog's body language is key - here's what you need to know http://t.co/XLfUCbyaug||. http://t.co/d2vf3lDpwP
Fri Jan 09 13:25:06 +0000 2015	553542984575508481	0	photo	3199	1098	0	0	0	0	http://t.co/t49HQ6AjJD	LOOK AT THAT SMILE http://t.co/t49HQ6AjJD
Fri Jan 09 12:35:08 +0000 2015	553530409699790848	0	photo	2720	1219	0	0	0	0	http://t.co/Kn2gwHKujC	Pigs in a blanket and some coffee http://t.co/Kn2gwHKujC
Fri Jan 09 12:08:09 +0000 2015	553523620589629440	0	photo	3645	1535	0	0	0	0	http://t.co/sr8HKZXxsk	mouse in a sweater! http://t.co/sr8HKZXxsk
Fri Jan 09 11:30:07 +0000 2015	553514047598252033	0	photo	124	37	0	0	0	0	http://t.co/3PLunlogZu	5 jaw-droopingly expensive luxury pet homes -&gt; http://t.co/3Kr0XA3aPA||. http://t.co/3PLunlogZu
Fri Jan 09 10:45:01 +0000 2015	553502698713382912	0	photo	2314	1475	0	0	0	0	http://t.co/PnnjnS82y0	SO TRUE TBH http://t.co/PnnjnS82y0
Fri Jan 09 10:15:04 +0000 2015	553495162014691328	BarkPost	0	75	22	0	0	0	0	0	This fat cat needed to lose weight, so her mom got her a puppy via @BarkPost https://t.co/o6F5K5TDal
Fri Jan 09 09:30:11 +0000 2015	553483865487314944	0	photo	136	36	0	0	0	0	http://t.co/U7QnFfHFMm	The top 5 most awesome hikes you could ever do with your do http://t.co/QbOTz9Tg6v||. http://t.co/U7QnFfHFMm
Fri Jan 09 09:25:10 +0000 2015	553482603198951424	0	photo	2287	597	0	0	0	0	http://t.co/dcR0XAobda	when u see bae talking to someone hotter than u http://t.co/dcR0XAobda
Fri Jan 09 08:30:12 +0000 2015	553468772380864512	0	photo	272	87	0	0	0	0	http://t.co/koetwvRPOn	The world's richest pets are going to make your jaws drop http://t.co/a1YnJ0nsEY||. http://t.co/koetwvRPOn
Fri Jan 09 07:40:09 +0000 2015	553456175925444608	0	photo	2260	1095	0	0	0	0	http://t.co/vU4Tz2WbrS	Dobby is a free elf! http://t.co/vU4Tz2WbrS
Fri Jan 09 07:10:09 +0000 2015	553448624919957505	0	photo	1464	566	0	0	0	0	http://t.co/GA9nZ3rdQs	Research shows looking at cute pics of baby animals actually improve work performance, inspiring fine-tuned attention http://t.co/GA9nZ3rdQs
Fri Jan 09 06:40:17 +0000 2015	553441108400017408	0	photo	2220	1405	0	0	0	0	http://t.co/HIqqIQiwCU	Current mood http://t.co/HIqqIQiwCU
Fri Jan 09 05:39:01 +0000 2015	553425689429692416	0	photo	2524	997	0	0	0	0	http://t.co/tUKNsXuZkl	happiness is holding a baby turtle http://t.co/tUKNsXuZkl
Fri Jan 09 05:35:59 +0000 2015	553424928272179200	0	photo	4634	2390	0	0	0	0	http://t.co/wlOaIzYPtv	Hood life http://t.co/wlOaIzYPtv
Fri Jan 09 05:35:59 +0000 2015	553424928272179200	0	photo	4634	2390	0	0	0	0	http://t.co/wlOaIzYPtv	Hood life http://t.co/wlOaIzYPtv
Fri Jan 09 05:10:10 +0000 2015	553418428460322816	0	photo	2644	791	0	0	0	0	http://t.co/aZKWrdeM0o	his name is Snuggles http://t.co/aZKWrdeM0o
Fri Jan 09 04:30:15 +0000 2015	553408385237127169	0	0	72	44	0	0	0	0	0	These pictures totally restore my faith in humanty - there's still goodness left in the world! https://t.co/FQS9sRmVbJ
Fri Jan 09 04:25:03 +0000 2015	553407076475879424	0	photo	4548	2532	0	0	0	0	http://t.co/OmkucAuGRA	waking up from a nap like http://t.co/OmkucAuGRA
Fri Jan 09 04:00:12 +0000 2015	553400823087394817	0	photo	6750	1768	0	0	0	0	http://t.co/tqAm5qEarT	sssshhhh don't wake her up http://t.co/tqAm5qEarT
Fri Jan 09 03:57:37 +0000 2015	553400170914660352	0	photo	302	99	0	0	0	0	http://t.co/Xgroq2Ovk2	8 Disney movie locations that you can visit in real life! http://t.co/cYSznJ5c6T||. http://t.co/Xgroq2Ovk2
Fri Jan 09 03:35:08 +0000 2015	553394516192157696	0	photo	4049	1502	0	0	0	0	http://t.co/WADFQrWpuc	glass is clean! http://t.co/WADFQrWpuc
Fri Jan 09 03:15:24 +0000 2015	553389548831780864	0	photo	1651	774	0	0	0	0	http://t.co/1G3jb1AmDn	turtles love skating http://t.co/1G3jb1AmDn
Fri Jan 09 02:50:05 +0000 2015	553383176744501248	0	photo	4282	1563	0	0	0	0	http://t.co/zAC7oRzReB	the puppy dog eyes are real http://t.co/zAC7oRzReB
Fri Jan 09 02:25:07 +0000 2015	553376892368461825	0	photo	3336	1416	0	0	0	0	http://t.co/X56at4rfLA	this could be us but you playin http://t.co/X56at4rfLA
Fri Jan 09 02:15:06 +0000 2015	553374372346753024	BarkPost	0	74	26	0	0	0	0	0	This pomeranian doesn't like his haircut and throws the CUTEST little tantrum via @BarkPost https://t.co/erPr5zXGms
Fri Jan 09 01:45:11 +0000 2015	553366842639925249	0	photo	2061	585	0	0	0	0	http://t.co/2baqxeskgN	this is happiness http://t.co/2baqxeskgN
Fri Jan 09 01:30:24 +0000 2015	553363122418089985	0	0	56	24	0	0	0	0	0	15 aboslutely ridiculous toilets I'd crack up at seeing  😂😂😂 https://t.co/6jDc3ra0Ow
Fri Jan 09 01:15:06 +0000 2015	553359273288536065	0	photo	4078	1173	0	0	0	0	http://t.co/iyNF8yNDzf	A box of baby Bengals http://t.co/iyNF8yNDzf
Fri Jan 09 00:50:03 +0000 2015	553352969501286400	0	photo	2182	1193	0	0	0	0	http://t.co/Whr053TtcH	Me in the morning http://t.co/Whr053TtcH
Fri Jan 09 00:20:03 +0000 2015	553345419070435328	0	photo	2188	912	0	0	0	0	http://t.co/TwHP0yQCUc	HE LOOKS SO SATISFIED http://t.co/TwHP0yQCUc
Fri Jan 09 00:00:31 +0000 2015	553340505241956353	BarkPost	0	64	12	0	0	0	0	0	This do is so over the cat's sneak attack, but you'd never see this coming - via @barkpost https://t.co/vzLTEPDkbp
Thu Jan 08 23:40:07 +0000 2015	553335369870372864	0	photo	2734	873	0	0	0	0	http://t.co/cHf2LNMNCL	This is my cat, all mine. http://t.co/cHf2LNMNCL
Thu Jan 08 23:20:06 +0000 2015	553330331722739715	0	photo	3862	1638	0	0	0	0	http://t.co/ZEpV52kOwR	He didn't choose the hood life, the hood life chose him http://t.co/ZEpV52kOwR
Thu Jan 08 22:30:26 +0000 2015	553317834890420224	BarkPost	0	47	15	0	0	0	0	0	Star Wars: The Force Awakens Trailer, As Told By Puppies and Kittens - via @BarkPost https://t.co/68ct6GmYvK
Thu Jan 08 22:15:15 +0000 2015	553314011870416896	0	photo	4084	1463	0	0	0	0	http://t.co/OJnjdgUh5j	It's a catholder http://t.co/OJnjdgUh5j
Thu Jan 08 21:30:10 +0000 2015	553302666043203585	0	photo	4062	1232	0	0	0	0	http://t.co/c43RnZdqgZ	It's like the Finding Nemo of puppies! http://t.co/c43RnZdqgZ
