retweeted_status|favorite_count	favorite_count	favorited	user|follower_count	created_at	id	user|screen_name	user|statuses_count	user|favourites_count	entities|user_mentions|screen_name	entities|hashtags|text
1636	0	0	0	Tue Dec 09 21:39:34 +0000 2014	542433398812209153	anycka7	24753	14121	CuteEmergency	0
1636	0	0	0	Tue Dec 09 21:21:58 +0000 2014	542428969388101632	kirkgrniis	37777	10322	CuteEmergency	0
1636	0	0	0	Tue Dec 09 21:20:34 +0000 2014	542428614776475648	jmainpidd	19779	1064	CuteEmergency	0
1636	0	0	0	Tue Dec 09 21:17:02 +0000 2014	542427724510285824	katejones_21	6211	1898	CuteEmergency	0
1636	0	0	0	Tue Dec 09 21:16:07 +0000 2014	542427494603689986	tiniskwerl	158927	63836	CuteEmergency	0
1636	0	0	0	Tue Dec 09 21:13:59 +0000 2014	542426958919766018	LauraMahr	2123	370	CuteEmergency	0
1636	0	0	0	Tue Dec 09 21:05:32 +0000 2014	542424831782694914	mrsmynatt	6487	1327	CuteEmergency	0
1636	0	0	0	Tue Dec 09 20:59:54 +0000 2014	542423413680123907	zowaggnner	4818	3212	CuteEmergency	0
1636	0	0	0	Tue Dec 09 20:54:33 +0000 2014	542422067140771841	kmem0325	4470	1043	CuteEmergency	0
1636	0	0	0	Tue Dec 09 20:51:33 +0000 2014	542421311931183104	amazing_safiya	133	50	CuteEmergency	0
0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0
