retweeted_status|favorite_count	favorite_count	favorited	user|follower_count	created_at	id	user|screen_name	user|statuses_count	user|favourites_count	entities|user_mentions|screen_name	entities|hashtags|text
2	0	0	0	Fri Jan 23 16:09:45 +0000 2015	558657848650256385	mtrier	15239	1360	paltman|eldarion	0
2	0	0	0	Tue Jan 20 14:44:04 +0000 2015	557549122451156992	davelowe	7598	390	paltman|eldarion	0
2	0	0	0	Tue Jan 20 04:45:31 +0000 2015	557398493460180992	PatrickW462	9592	19946	paltman|eldarion	0
2	0	0	0	Tue Jan 20 04:15:37 +0000 2015	557390969038176257	mj_langford	7037	3884	paltman|eldarion	0
2	0	0	0	Mon Jan 19 22:08:59 +0000 2015	557298704428724225	datagrok	4696	666	paltman|eldarion	0
2	0	0	0	Mon Jan 19 22:07:45 +0000 2015	557298393337585664	dartdog	27783	1274	paltman|eldarion	0
2	0	0	0	Mon Jan 19 22:07:19 +0000 2015	557298285107740672	cmheisel	6018	1684	paltman|eldarion	0
2	0	0	0	Mon Jan 19 22:01:57 +0000 2015	557296931186044929	electrobarn	3321	2255	paltman|eldarion	0
2	0	0	0	Mon Jan 19 21:56:34 +0000 2015	557295577755840516	zyegfryed	5961	1087	paltman|eldarion	0
2	0	0	0	Mon Jan 19 21:53:39 +0000 2015	557294842019983360	twbennett	1857	186	paltman|eldarion	0
2	0	0	0	Mon Jan 19 21:51:06 +0000 2015	557294204066349057	eldarion	824	41	paltman|eldarion	0
2	0	0	0	Mon Jan 19 19:01:04 +0000 2015	557251412187701248	byeliad	10518	2035	paltman|eldarion	0
2	0	0	0	Mon Jan 19 15:51:59 +0000 2015	557203827603279872	jacobwegner	67	1	paltman|eldarion	0
2	0	0	0	Sat Jan 17 23:50:42 +0000 2015	556599526514253824	imbilltucker	2087	1324	paltman|eldarion	0
2	0	0	0	Sat Jan 17 21:23:35 +0000 2015	556562503744778240	underwearninja	1043	96	paltman|eldarion	0
2	0	0	0	Sat Jan 17 16:35:12 +0000 2015	556489928284962816	poweredbyaltnet	13567	561	paltman|eldarion	0
2	0	0	0	Sat Jan 17 15:11:28 +0000 2015	556468856060125184	WuShell	9127	3	paltman|eldarion	0
2	0	0	0	Sat Jan 17 14:03:17 +0000 2015	556451696788795392	harisibrahimkv	2422	153	paltman|eldarion	0
2	0	0	0	Sat Jan 17 14:02:23 +0000 2015	556451468522582019	charlesupjohn	1430	131	paltman|eldarion	0
2	0	0	0	Sat Jan 17 13:22:53 +0000 2015	556441527652999168	leetrout	3733	92	paltman|eldarion	0
2	0	0	0	Sat Jan 17 13:18:34 +0000 2015	556440443622535168	sigmavirus24	12541	7852	paltman|eldarion	0
2	0	0	0	Sat Jan 17 12:51:47 +0000 2015	556433704361275393	scottsburns	1158	38	paltman|eldarion	0
2	0	0	0	Sat Jan 17 12:44:54 +0000 2015	556431972541927424	PyTennessee	1740	503	paltman|eldarion	0
2	0	0	0	Sat Jan 17 12:40:45 +0000 2015	556430927904395264	jasonamyers	9883	2625	paltman|eldarion	0
2	0	0	0	Sat Jan 17 12:38:05 +0000 2015	556430254076866560	seattle113	969	63	paltman|eldarion	0
2	0	0	0	Sat Jan 17 11:05:11 +0000 2015	556406877291294720	graffic	18178	2857	paltman|eldarion	0
2	0	0	0	Sat Jan 17 10:25:24 +0000 2015	556396862744576001	iElectric	7164	1401	paltman|eldarion	0
